id,item_id,store_id,state_id,date,policy,forecast_model,actual_demand,selected_forecast,forecast_naive,forecast_ma28,forecast_lightgbm,forecast_lightgbm_tuned,on_hand_inventory,inventory_position,reorder_point,order_quantity,fulfilled_demand,lost_sales,stockout_flag,holding_cost,ordering_cost,stockout_cost,total_daily_cost,scenario,lead_time,service_level_target
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-16,fixed_reorder_rule,Fixed Rule,23.0,,23.0,15.142857142857142,15.35760258409391,10.859740252280991,125.0,125.0,68.80038335371204,0,23.0,0.0,0,1.225,0.0,0.0,1.225,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-17,fixed_reorder_rule,Fixed Rule,24.0,,20.0,15.357142857142858,14.60242240783608,10.27564357725323,101.0,101.0,68.80038335371204,0,24.0,0.0,0,0.9898,0.0,0.0,0.9898,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-18,fixed_reorder_rule,Fixed Rule,10.0,,16.0,15.714285714285714,12.242302643607967,8.177248519957391,91.0,91.0,68.80038335371204,0,10.0,0.0,0,0.8917999999999999,0.0,0.0,0.8917999999999999,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-19,fixed_reorder_rule,Fixed Rule,8.0,,3.0,15.464285714285714,11.075992242116156,7.828170159843765,83.0,83.0,68.80038335371204,0,8.0,0.0,0,0.8134,0.0,0.0,0.8134,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-20,fixed_reorder_rule,Fixed Rule,4.0,,10.0,15.357142857142858,11.649217033570928,8.018632069100622,79.0,79.0,68.80038335371204,0,4.0,0.0,0,0.7742,0.0,0.0,0.7742,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-21,fixed_reorder_rule,Fixed Rule,5.0,,20.0,15.892857142857142,11.967337691444804,8.64901215377002,74.0,74.0,68.80038335371204,0,5.0,0.0,0,0.7252,0.0,0.0,0.7252,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-22,fixed_reorder_rule,Fixed Rule,0.0,,27.0,16.5,14.988704320419282,12.108969399835846,74.0,74.0,68.80038335371204,0,0.0,0.0,0,0.7252,0.0,0.0,0.7252,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-23,fixed_reorder_rule,Fixed Rule,0.0,,31.0,16.214285714285715,15.885863963661343,14.430773120644863,74.0,74.0,68.80038335371204,0,0.0,0.0,0,0.7252,0.0,0.0,0.7252,short_lead_time,3,0.9
FOODS_1_113_WI_2_validation,FOODS_1_113,WI_2,WI,2016-04-24,fixed_reorder_rule,Fixed Rule,16.0,,10.0,16.428571428571427,11.842203815819277,10.858328262489367,58.0,58.0,68.80038335371204,126,16.0,0.0,0,0.5684,5.0,0.0,5.5684000000000005,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-03-28,fixed_reorder_rule,Fixed Rule,2.0,,34.0,6.857142857142857,10.711255733515536,12.149439990558992,221.0,221.0,84.76575032644101,0,2.0,0.0,0,2.1658,0.0,0.0,2.1658,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-03-29,fixed_reorder_rule,Fixed Rule,0.0,,18.0,7.25,10.746775057116086,11.575332713224896,221.0,221.0,84.76575032644101,0,0.0,0.0,0,2.1658,0.0,0.0,2.1658,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-03-30,fixed_reorder_rule,Fixed Rule,2.0,,23.0,8.0,10.924208603907232,9.878535520166762,219.0,219.0,84.76575032644101,0,2.0,0.0,0,2.1462,0.0,0.0,2.1462,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-03-31,fixed_reorder_rule,Fixed Rule,6.0,,25.0,8.892857142857142,11.972183137787388,10.88032830447109,213.0,213.0,84.76575032644101,0,6.0,0.0,0,2.0874,0.0,0.0,2.0874,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-01,fixed_reorder_rule,Fixed Rule,5.0,,6.0,9.107142857142858,11.91311219266179,11.160257455118476,208.0,208.0,84.76575032644101,0,5.0,0.0,0,2.0384,0.0,0.0,2.0384,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-02,fixed_reorder_rule,Fixed Rule,36.0,,18.0,9.535714285714286,16.20520139227458,13.19944785910578,172.0,172.0,84.76575032644101,0,36.0,0.0,0,1.6856,0.0,0.0,1.6856,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-03,fixed_reorder_rule,Fixed Rule,29.0,,31.0,10.5,16.589039177336403,15.075490366564614,143.0,143.0,84.76575032644101,0,29.0,0.0,0,1.4014,0.0,0.0,1.4014,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-04,fixed_reorder_rule,Fixed Rule,24.0,,21.0,11.178571428571429,10.92178258201004,9.928391156561904,119.0,119.0,84.76575032644101,0,24.0,0.0,0,1.1662,0.0,0.0,1.1662,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-05,fixed_reorder_rule,Fixed Rule,17.0,,15.0,11.5,13.21337453740879,11.64624879180626,102.0,102.0,84.76575032644101,0,17.0,0.0,0,0.9996,0.0,0.0,0.9996,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-06,fixed_reorder_rule,Fixed Rule,9.0,,18.0,12.0,13.391572430650031,12.670943616318766,93.0,93.0,84.76575032644101,0,9.0,0.0,0,0.9114,0.0,0.0,0.9114,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-07,fixed_reorder_rule,Fixed Rule,7.0,,6.0,12.214285714285714,11.856767449283009,10.228813991382417,86.0,86.0,84.76575032644101,0,7.0,0.0,0,0.8428,0.0,0.0,0.8428,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-08,fixed_reorder_rule,Fixed Rule,8.0,,16.0,12.785714285714286,17.198568563014337,16.586180355373934,78.0,78.0,84.76575032644101,145,8.0,0.0,0,0.7644,5.0,0.0,5.7644,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-09,fixed_reorder_rule,Fixed Rule,45.0,,24.0,13.642857142857142,18.99313908201162,17.92651277754663,33.0,178.0,84.76575032644101,0,45.0,0.0,0,0.3233999999999999,0.0,0.0,0.3233999999999999,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-10,fixed_reorder_rule,Fixed Rule,36.0,,49.0,15.392857142857142,14.44046681425914,13.938925622001058,0.0,145.0,84.76575032644101,0,33.0,3.0,1,0.0,0.0,1.47,1.47,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-11,fixed_reorder_rule,Fixed Rule,15.0,,19.0,16.071428571428573,14.112210183819665,16.152310653554682,130.0,130.0,84.76575032644101,0,15.0,0.0,0,1.274,0.0,0.0,1.274,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-12,fixed_reorder_rule,Fixed Rule,14.0,,6.0,16.285714285714285,12.66796423611206,13.53733903281068,116.0,116.0,84.76575032644101,0,14.0,0.0,0,1.1368,0.0,0.0,1.1368,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-13,fixed_reorder_rule,Fixed Rule,0.0,,2.0,16.142857142857142,8.165140078616151,8.073838185303652,116.0,116.0,84.76575032644101,0,0.0,0.0,0,1.1368,0.0,0.0,1.1368,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-14,fixed_reorder_rule,Fixed Rule,4.0,,3.0,16.178571428571427,9.627615004290472,11.03294953749926,112.0,112.0,84.76575032644101,0,4.0,0.0,0,1.0976,0.0,0.0,1.0976,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-15,fixed_reorder_rule,Fixed Rule,27.0,,31.0,17.0,14.101393060265009,15.264105186861896,85.0,85.0,84.76575032644101,0,27.0,0.0,0,0.833,0.0,0.0,0.833,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-16,fixed_reorder_rule,Fixed Rule,37.0,,14.0,17.321428571428573,11.333416416775178,11.172859776313166,48.0,48.0,84.76575032644101,175,37.0,0.0,0,0.4704,5.0,0.0,5.4704,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-17,fixed_reorder_rule,Fixed Rule,31.0,,24.0,17.464285714285715,12.71880248152094,14.217523727337506,17.0,192.0,84.76575032644101,0,31.0,0.0,0,0.1666,0.0,0.0,0.1666,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-18,fixed_reorder_rule,Fixed Rule,12.0,,9.0,17.464285714285715,8.664712994086655,8.711195027554362,5.0,180.0,84.76575032644101,0,12.0,0.0,0,0.049,0.0,0.0,0.049,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-19,fixed_reorder_rule,Fixed Rule,14.0,,26.0,18.214285714285715,9.873340428462088,9.707158203188223,166.0,166.0,84.76575032644101,0,14.0,0.0,0,1.6268,0.0,0.0,1.6268,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-20,fixed_reorder_rule,Fixed Rule,6.0,,21.0,18.464285714285715,10.350235604580384,9.94017890143456,160.0,160.0,84.76575032644101,0,6.0,0.0,0,1.568,0.0,0.0,1.568,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-21,fixed_reorder_rule,Fixed Rule,3.0,,16.0,18.785714285714285,11.961572348578269,8.959220154432407,157.0,157.0,84.76575032644101,0,3.0,0.0,0,1.5386,0.0,0.0,1.5386,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-22,fixed_reorder_rule,Fixed Rule,36.0,,43.0,19.357142857142858,14.594947483365942,16.468788284694227,121.0,121.0,84.76575032644101,0,36.0,0.0,0,1.1858,0.0,0.0,1.1858,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-23,fixed_reorder_rule,Fixed Rule,21.0,,28.0,19.821428571428573,14.860265169913204,13.814474914091946,100.0,100.0,84.76575032644101,0,21.0,0.0,0,0.98,0.0,0.0,0.98,short_lead_time,3,0.9
FOODS_1_204_WI_2_validation,FOODS_1_204,WI_2,WI,2016-04-24,fixed_reorder_rule,Fixed Rule,15.0,,6.0,19.714285714285715,10.803748368098269,10.453956844943514,85.0,85.0,84.76575032644101,0,15.0,0.0,0,0.833,0.0,0.0,0.833,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-03-28,fixed_reorder_rule,Fixed Rule,25.0,,0.0,0.0,11.620047620520866,11.47712739481889,175.0,175.0,77.28548705572976,0,25.0,0.0,0,1.645,0.0,0.0,1.645,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-03-29,fixed_reorder_rule,Fixed Rule,19.0,,0.0,0.0,10.891955724378024,11.093747888720364,156.0,156.0,77.28548705572976,0,19.0,0.0,0,1.4664,0.0,0.0,1.4664,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-03-30,fixed_reorder_rule,Fixed Rule,13.0,,0.0,0.0,10.891955724378024,11.202951381511362,143.0,143.0,77.28548705572976,0,13.0,0.0,0,1.3441999999999998,0.0,0.0,1.3441999999999998,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-03-31,fixed_reorder_rule,Fixed Rule,13.0,,0.0,0.0,10.891955724378024,11.197717721600588,130.0,130.0,77.28548705572976,0,13.0,0.0,0,1.222,0.0,0.0,1.222,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-01,fixed_reorder_rule,Fixed Rule,16.0,,19.0,0.6785714285714286,8.57573807286245,8.175793014339053,114.0,114.0,77.28548705572976,0,16.0,0.0,0,1.0716,0.0,0.0,1.0716,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-02,fixed_reorder_rule,Fixed Rule,24.0,,31.0,1.7857142857142858,18.70703842361533,16.67483790796752,90.0,90.0,77.28548705572976,0,24.0,0.0,0,0.846,0.0,0.0,0.846,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-03,fixed_reorder_rule,Fixed Rule,45.0,,29.0,2.821428571428572,12.924401422660386,17.546361175895044,45.0,45.0,77.28548705572976,155,45.0,0.0,0,0.423,5.0,0.0,5.423,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-04,fixed_reorder_rule,Fixed Rule,34.0,,16.0,3.392857142857143,8.802523904264978,11.69167644258212,11.0,166.0,77.28548705572976,0,34.0,0.0,0,0.1034,0.0,0.0,0.1034,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-05,fixed_reorder_rule,Fixed Rule,18.0,,22.0,4.178571428571429,16.40098234440952,16.517335285491118,0.0,155.0,77.28548705572976,0,11.0,7.0,1,0.0,0.0,3.29,3.29,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-06,fixed_reorder_rule,Fixed Rule,39.0,,32.0,5.321428571428571,17.15187461907125,18.102986837380143,116.0,116.0,77.28548705572976,0,39.0,0.0,0,1.0904,0.0,0.0,1.0904,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-07,fixed_reorder_rule,Fixed Rule,19.0,,34.0,6.535714285714286,11.756414944820373,13.960000986432874,97.0,97.0,77.28548705572976,0,19.0,0.0,0,0.9118,0.0,0.0,0.9118,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-08,fixed_reorder_rule,Fixed Rule,24.0,,14.0,7.035714285714286,13.818100894423344,16.957623164891793,73.0,73.0,77.28548705572976,127,24.0,0.0,0,0.6861999999999999,5.0,0.0,5.6862,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-09,fixed_reorder_rule,Fixed Rule,39.0,,19.0,7.714285714285714,19.62784604063623,22.152455045387885,34.0,161.0,77.28548705572976,0,39.0,0.0,0,0.3196,0.0,0.0,0.3196,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-10,fixed_reorder_rule,Fixed Rule,35.0,,26.0,8.642857142857142,13.969279182344463,16.932977663318535,0.0,127.0,77.28548705572976,0,34.0,1.0,1,0.0,0.0,0.47,0.47,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-11,fixed_reorder_rule,Fixed Rule,42.0,,26.0,9.571428571428571,16.77756580881833,21.402677673157573,85.0,85.0,77.28548705572976,0,42.0,0.0,0,0.7989999999999999,0.0,0.0,0.7989999999999999,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-12,fixed_reorder_rule,Fixed Rule,38.0,,25.0,10.464285714285714,14.62284661339666,19.84465949223858,47.0,47.0,77.28548705572976,153,38.0,0.0,0,0.4418,5.0,0.0,5.4418,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-13,fixed_reorder_rule,Fixed Rule,16.0,,6.0,10.678571428571429,8.164696932246123,10.628982687525736,31.0,184.0,77.28548705572976,0,16.0,0.0,0,0.2914,0.0,0.0,0.2914,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-14,fixed_reorder_rule,Fixed Rule,14.0,,41.0,12.142857142857142,14.77531704735326,21.7605945381561,17.0,170.0,77.28548705572976,0,14.0,0.0,0,0.1598,0.0,0.0,0.1598,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-15,fixed_reorder_rule,Fixed Rule,27.0,,15.0,12.678571428571429,15.865989541629078,20.98106684222569,143.0,143.0,77.28548705572976,0,27.0,0.0,0,1.3441999999999998,0.0,0.0,1.3441999999999998,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-16,fixed_reorder_rule,Fixed Rule,16.0,,31.0,13.785714285714286,14.55635653344477,18.755696378437435,127.0,127.0,77.28548705572976,0,16.0,0.0,0,1.1938,0.0,0.0,1.1938,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-17,fixed_reorder_rule,Fixed Rule,11.0,,9.0,14.107142857142858,11.93687368026534,13.639656292745794,116.0,116.0,77.28548705572976,0,11.0,0.0,0,1.0904,0.0,0.0,1.0904,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-18,fixed_reorder_rule,Fixed Rule,12.0,,11.0,14.5,10.61561352640704,12.716194532148464,104.0,104.0,77.28548705572976,0,12.0,0.0,0,0.9776,0.0,0.0,0.9776,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-19,fixed_reorder_rule,Fixed Rule,6.0,,8.0,14.785714285714286,9.139421026379566,10.984737818899664,98.0,98.0,77.28548705572976,0,6.0,0.0,0,0.9212,0.0,0.0,0.9212,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-20,fixed_reorder_rule,Fixed Rule,19.0,,13.0,15.25,9.243360659082644,11.718021049034016,79.0,79.0,77.28548705572976,0,19.0,0.0,0,0.7425999999999999,0.0,0.0,0.7425999999999999,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-21,fixed_reorder_rule,Fixed Rule,25.0,,11.0,15.642857142857142,9.732968907668983,11.052672807793227,54.0,54.0,77.28548705572976,146,25.0,0.0,0,0.5075999999999999,5.0,0.0,5.5076,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-22,fixed_reorder_rule,Fixed Rule,17.0,,18.0,16.285714285714285,12.605055779508875,13.56375716325518,37.0,183.0,77.28548705572976,0,17.0,0.0,0,0.3478,0.0,0.0,0.3478,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-23,fixed_reorder_rule,Fixed Rule,14.0,,19.0,16.964285714285715,15.125429873733164,17.14657032077375,23.0,169.0,77.28548705572976,0,14.0,0.0,0,0.2161999999999999,0.0,0.0,0.2161999999999999,short_lead_time,3,0.9
FOODS_2_360_WI_3_validation,FOODS_2_360,WI_3,WI,2016-04-24,fixed_reorder_rule,Fixed Rule,6.0,,13.0,17.428571428571427,14.426328454035565,13.48905543288129,163.0,163.0,77.28548705572976,0,6.0,0.0,0,1.5322,0.0,0.0,1.5322,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-03-28,fixed_reorder_rule,Fixed Rule,15.0,,17.0,16.642857142857142,13.055930006279771,10.761229785188563,141.0,141.0,56.33084569132125,0,15.0,0.0,0,1.41,0.0,0.0,1.41,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-03-29,fixed_reorder_rule,Fixed Rule,15.0,,17.0,17.142857142857142,12.195271077621822,9.634293261549818,126.0,126.0,56.33084569132125,0,15.0,0.0,0,1.26,0.0,0.0,1.26,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-03-30,fixed_reorder_rule,Fixed Rule,6.0,,10.0,17.5,11.962158257050453,10.45410979033039,120.0,120.0,56.33084569132125,0,6.0,0.0,0,1.2,0.0,0.0,1.2,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-03-31,fixed_reorder_rule,Fixed Rule,19.0,,14.0,17.75,11.939318120243778,10.015133549807535,101.0,101.0,56.33084569132125,0,19.0,0.0,0,1.01,0.0,0.0,1.01,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-04-01,fixed_reorder_rule,Fixed Rule,10.0,,24.0,18.071428571428573,14.976552010452767,12.99553628741475,91.0,91.0,56.33084569132125,0,10.0,0.0,0,0.91,0.0,0.0,0.91,short_lead_time,3,0.9
FOODS_3_109_WI_2_validation,FOODS_3_109,WI_2,WI,2016-04-02,fixed_reorder_rule,Fixed Rule,11.0,,18.0,18.285714285714285,17.24381456576797,16.697764663522825,80.0,80.0,56.33084569132125,0,11.0,0.0,0,0.8,0.0,0.0,0.8,short_lead_time,3,0.9
