id,item_id,store_id,state_id,demand_group,date,d,policy,policy_label,forecast_col,lead_time,coverage_days,safety_multiplier,target_fill_rate,actual_demand,selected_forecast,sell_price,on_hand_inventory,on_order_inventory,inventory_position,reorder_point,target_inventory,order_quantity,order_flag,fulfilled_demand,lost_sales,stockout_flag,holding_cost,ordering_cost,stockout_cost,total_daily_cost,scenario
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-14,d_1903,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,11.0,0.0,11.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2464,0.0,0.0,0.2464,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-15,d_1904,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,11.0,0.0,11.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2464,0.0,0.0,0.2464,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-16,d_1905,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,11.0,0.0,11.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2464,0.0,0.0,0.2464,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-17,d_1906,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,11.0,0.0,11.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2464,0.0,0.0,0.2464,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-18,d_1907,fixed_rule,Fixed rule,,7,7,1.0,0.95,2.0,,2.24,9.0,0.0,9.0,7.337991796220102,10.837991796220102,0,0,2.0,0.0,0,0.2016,0.0,0.0,0.2016,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-19,d_1908,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,9.0,0.0,9.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2016,0.0,0.0,0.2016,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-20,d_1909,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,9.0,0.0,9.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2016,0.0,0.0,0.2016,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-21,d_1910,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,9.0,0.0,9.0,7.337991796220102,10.837991796220102,0,0,0.0,0.0,0,0.2016,0.0,0.0,0.2016,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-22,d_1911,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,8.0,0.0,8.0,7.337991796220102,10.837991796220102,0,0,1.0,0.0,0,0.1792,0.0,0.0,0.1792,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-23,d_1912,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,7.0,0.0,7.0,7.337991796220102,10.837991796220102,4,1,1.0,0.0,0,0.1568,5.0,0.0,5.1568,base_case
FOODS_1_001_CA_4_validation,FOODS_1_001,CA_4,CA,intermittent,2016-04-24,d_1913,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,6.0,4.0,10.0,7.337991796220102,10.837991796220102,0,0,1.0,0.0,0,0.1344,0.0,0.0,0.1344,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-03-28,d_1886,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,6.0,0.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.1344,0.0,0.0,0.1344,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-03-29,d_1887,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,6.0,0.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.1344,0.0,0.0,0.1344,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-03-30,d_1888,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,5.0,0.0,5.0,4.005087501754251,5.755087501754251,0,0,1.0,0.0,0,0.112,0.0,0.0,0.112,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-03-31,d_1889,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,4.0,0.0,4.0,4.005087501754251,5.755087501754251,2,1,1.0,0.0,0,0.0896,5.0,0.0,5.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-01,d_1890,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-02,d_1891,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-03,d_1892,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-04,d_1893,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-05,d_1894,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-06,d_1895,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,3.0,2.0,5.0,4.005087501754251,5.755087501754251,0,0,1.0,0.0,0,0.0672,0.0,0.0,0.0672,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-07,d_1896,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,4.0,0.0,4.0,4.005087501754251,5.755087501754251,2,1,1.0,0.0,0,0.0896,5.0,0.0,5.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-08,d_1897,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-09,d_1898,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-10,d_1899,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-11,d_1900,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,3.0,2.0,5.0,4.005087501754251,5.755087501754251,0,0,1.0,0.0,0,0.0672,0.0,0.0,0.0672,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-12,d_1901,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,3.0,2.0,5.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0672,0.0,0.0,0.0672,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-13,d_1902,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,3.0,2.0,5.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0672,0.0,0.0,0.0672,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-14,d_1903,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,5.0,0.0,5.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.112,0.0,0.0,0.112,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-15,d_1904,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,5.0,0.0,5.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.112,0.0,0.0,0.112,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-16,d_1905,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,2.24,4.0,0.0,4.0,4.005087501754251,5.755087501754251,2,1,1.0,0.0,0,0.0896,5.0,0.0,5.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-17,d_1906,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-18,d_1907,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-19,d_1908,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-20,d_1909,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-21,d_1910,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-22,d_1911,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,4.0,2.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0896,0.0,0.0,0.0896,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-23,d_1912,fixed_rule,Fixed rule,,7,7,1.0,0.95,4.0,,2.24,2.0,0.0,2.0,4.005087501754251,5.755087501754251,4,1,4.0,0.0,0,0.0448,5.0,0.0,5.0448,base_case
FOODS_1_001_WI_3_validation,FOODS_1_001,WI_3,WI,intermittent,2016-04-24,d_1913,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,2.24,2.0,4.0,6.0,4.005087501754251,5.755087501754251,0,0,0.0,0.0,0,0.0448,0.0,0.0,0.0448,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-03-28,d_1886,fixed_rule,Fixed rule,,7,7,1.0,0.95,4.0,,3.23,12.0,0.0,12.0,9.663594501009143,15.163594501009143,0,0,4.0,0.0,0,0.3876,0.0,0.0,0.3876,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-03-29,d_1887,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,12.0,0.0,12.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3876,0.0,0.0,0.3876,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-03-30,d_1888,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,12.0,0.0,12.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3876,0.0,0.0,0.3876,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-03-31,d_1889,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,11.0,0.0,11.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.3553,0.0,0.0,0.3553,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-01,d_1890,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-02,d_1891,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-03,d_1892,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-04,d_1893,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,9.0,0.0,9.0,9.663594501009143,15.163594501009143,7,1,1.0,0.0,0,0.2907,5.0,0.0,5.2907,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-05,d_1894,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,7.0,16.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-06,d_1895,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,8.0,7.0,15.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.2584,0.0,0.0,0.2584,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-07,d_1896,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,7.0,7.0,14.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.2261,0.0,0.0,0.2261,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-08,d_1897,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,7.0,7.0,14.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.2261,0.0,0.0,0.2261,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-09,d_1898,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,6.0,7.0,13.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.1938,0.0,0.0,0.1938,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-10,d_1899,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,6.0,7.0,13.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.1938,0.0,0.0,0.1938,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-11,d_1900,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,13.0,0.0,13.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.4199,0.0,0.0,0.4199,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-12,d_1901,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,12.0,0.0,12.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.3876,0.0,0.0,0.3876,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-13,d_1902,fixed_rule,Fixed rule,,7,7,1.0,0.95,2.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,2.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-14,d_1903,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-15,d_1904,fixed_rule,Fixed rule,,7,7,1.0,0.95,3.0,,3.23,7.0,0.0,7.0,9.663594501009143,15.163594501009143,9,1,3.0,0.0,0,0.2261,5.0,0.0,5.2261,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-16,d_1905,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,7.0,9.0,16.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.2261,0.0,0.0,0.2261,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-17,d_1906,fixed_rule,Fixed rule,,7,7,1.0,0.95,2.0,,3.23,5.0,9.0,14.0,9.663594501009143,15.163594501009143,0,0,2.0,0.0,0,0.1614999999999999,0.0,0.0,0.1614999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-18,d_1907,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,4.0,9.0,13.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.1292,0.0,0.0,0.1292,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-19,d_1908,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,3.0,9.0,12.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.0969,0.0,0.0,0.0969,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-20,d_1909,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,3.0,9.0,12.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.0969,0.0,0.0,0.0969,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-21,d_1910,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,2.0,9.0,11.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.0646,0.0,0.0,0.0646,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-22,d_1911,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,11.0,0.0,11.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3553,0.0,0.0,0.3553,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-23,d_1912,fixed_rule,Fixed rule,,7,7,1.0,0.95,1.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,1.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_CA_1_validation,FOODS_1_003,CA_1,CA,medium_slow,2016-04-24,d_1913,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,10.0,0.0,10.0,9.663594501009143,15.163594501009143,0,0,0.0,0.0,0,0.3229999999999999,0.0,0.0,0.3229999999999999,base_case
FOODS_1_003_TX_1_validation,FOODS_1_003,TX_1,TX,intermittent,2016-03-28,d_1886,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,0.0,9.0,5.759638345275159,8.759638345275158,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
FOODS_1_003_TX_1_validation,FOODS_1_003,TX_1,TX,intermittent,2016-03-29,d_1887,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,0.0,9.0,5.759638345275159,8.759638345275158,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
FOODS_1_003_TX_1_validation,FOODS_1_003,TX_1,TX,intermittent,2016-03-30,d_1888,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,0.0,9.0,5.759638345275159,8.759638345275158,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
FOODS_1_003_TX_1_validation,FOODS_1_003,TX_1,TX,intermittent,2016-03-31,d_1889,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,0.0,9.0,5.759638345275159,8.759638345275158,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
FOODS_1_003_TX_1_validation,FOODS_1_003,TX_1,TX,intermittent,2016-04-01,d_1890,fixed_rule,Fixed rule,,7,7,1.0,0.95,0.0,,3.23,9.0,0.0,9.0,5.759638345275159,8.759638345275158,0,0,0.0,0.0,0,0.2907,0.0,0.0,0.2907,base_case
